year,month,district,department,request_count,avg_response_time,resolution_rate,priority_critical_count,priority_high_count,priority_medium_count,priority_low_count
2023,3,Harbor,Public Works,5,67.7,0.691,2,13,11,20
2023,3,Harbor,Parks & Recreation,30,38.9,0.818,3,10,20,13
2023,3,Harbor,Building & Safety,25,33.2,0.722,1,7,19,18
2023,3,Harbor,Transportation,21,84.1,0.738,4,15,7,6
2023,3,Harbor,Utilities,18,59.1,0.904,5,3,17,7
2023,3,Harbor,Environmental Services,29,40.4,0.755,0,4,21,6
2023,3,Harbor,Code Enforcement,10,67.7,0.854,1,9,8,4
2023,3,Harbor,Permits & Licensing,18,88.9,0.897,3,4,25,19
2023,4,Downtown,Public Works,20,79.9,0.712,1,13,22,16
2023,4,Downtown,Parks & Recreation,17,25.8,0.754,0,6,8,16
2023,4,Downtown,Building & Safety,14,34.2,0.842,5,12,13,19
2023,4,Downtown,Transportation,15,71.6,0.662,4,7,23,8
2023,4,Downtown,Utilities,9,84.2,0.717,2,10,11,14
2023,4,Downtown,Environmental Services,21,55.1,0.83,4,6,20,17
2023,4,Downtown,Code Enforcement,11,54.9,0.769,2,13,9,8
2023,4,Downtown,Permits & Licensing,21,28.7,0.758,5,15,20,3
2023,4,Northside,Public Works,15,79.1,0.897,3,4,9,18
2023,4,Northside,Parks & Recreation,7,53.8,0.764,0,6,11,9
2023,4,Northside,Building & Safety,27,74.6,0.905,0,10,19,13
2023,4,Northside,Transportation,8,43.2,0.769,0,11,19,8
2023,4,Northside,Utilities,7,81.3,0.815,2,12,22,10
2023,4,Northside,Environmental Services,16,32.0,0.819,5,2,11,11
2023,4,Northside,Code Enforcement,14,37.4,0.788,3,11,14,14
2023,4,Northside,Permits & Licensing,24,62.1,0.887,3,6,22,20
2023,4,Southside,Public Works,25,57.3,0.725,5,5,7,7
2023,4,Southside,Parks & Recreation,8,40.6,0.886,5,5,13,8
2023,4,Southside,Building & Safety,13,36.3,0.765,4,3,9,19
2023,4,Southside,Transportation,23,37.5,0.859,5,14,17,13
2023,4,Southside,Utilities,23,58.2,0.745,4,11,13,18
2023,4,Southside,Environmental Services,11,50.0,0.88,1,2,12,9
2023,4,Southside,Code Enforcement,7,63.9,0.844,4,4,9,8
2023,4,Southside,Permits & Licensing,20,88.6,0.893,0,7,7,4
2023,4,Eastgate,Public Works,9,47.7,0.907,4,14,19,16
2023,4,Eastgate,Parks & Recreation,26,25.8,0.752,3,7,14,19
2023,4,Eastgate,Building & Safety,29,88.5,0.724,0,5,22,15
2023,4,Eastgate,Transportation,17,43.7,0.732,3,13,20,14
2023,4,Eastgate,Utilities,14,68.1,0.768,4,7,21,5
2023,4,Eastgate,Environmental Services,24,76.3,0.892,1,4,25,11
2023,4,Eastgate,Code Enforcement,27,72.5,0.705,1,15,18,20
2023,4,Eastgate,Permits & Licensing,19,91.2,0.721,3,13,13,6
2023,4,Westbrook,Public Works,22,34.8,0.674,3,12,16,8
2023,4,Westbrook,Parks & Recreation,5,64.6,0.681,2,15,19,14
2023,4,Westbrook,Building & Safety,28,34.0,0.731,3,5,24,20
2023,4,Westbrook,Transportation,11,44.3,0.813,3,7,10,3
2023,4,Westbrook,Utilities,11,82.8,0.856,3,7,21,9
2023,4,Westbrook,Environmental Services,5,42.9,0.716,4,6,15,6
2023,4,Westbrook,Code Enforcement,16,93.5,0.652,2,10,5,11
2023,4,Westbrook,Permits & Licensing,6,87.3,0.704,5,6,25,18
2023,4,Riverside,Public Works,17,92.2,0.742,0,13,13,11
2023,4,Riverside,Parks & Recreation,25,55.7,0.841,0,11,5,18
2023,4,Riverside,Building & Safety,24,66.3,0.736,5,9,20,8
2023,4,Riverside,Transportation,20,63.9,0.847,5,15,25,20
2023,4,Riverside,Utilities,30,27.0,0.653,0,2,16,3
2023,4,Riverside,Environmental Services,24,57.0,0.686,5,4,10,7
2023,4,Riverside,Code Enforcement,7,71.8,0.708,3,15,8,4
2023,4,Riverside,Permits & Licensing,19,55.2,0.703,5,13,6,13
2023,4,Highland,Public Works,8,63.5,0.681,4,6,11,3
2023,4,Highland,Parks & Recreation,15,25.7,0.664,5,15,15,8
2023,4,Highland,Building & Safety,23,92.7,0.688,5,7,21,3
2023,4,Highland,Transportation,26,75.0,0.668,3,8,6,5
2023,4,Highland,Utilities,11,31.8,0.787,4,4,13,5
2023,4,Highland,Environmental Services,10,57.5,0.907,3,2,13,9
2023,4,Highland,Code Enforcement,27,92.0,0.86,4,8,10,3
2023,4,Highland,Permits & Licensing,14,67.4,0.773,2,10,16,6
2023,4,Lakewood,Public Works,15,49.6,0.906,3,11,7,17
2023,4,Lakewood,Parks & Recreation,7,67.4,0.806,0,3,10,5
2023,4,Lakewood,Building & Safety,10,40.7,0.663,2,11,25,3
2023,4,Lakewood,Transportation,29,92.1,0.735,1,14,5,9
2023,4,Lakewood,Utilities,25,55.9,0.681,2,9,7,10
2023,4,Lakewood,Environmental Services,14,84.3,0.657,5,12,11,7
2023,4,Lakewood,Code Enforcement,14,84.0,0.688,0,8,14,8
2023,4,Lakewood,Permits & Licensing,13,87.8,0.847,1,11,15,16
2023,4,Industrial,Public Works,12,35.9,0.803,1,6,11,8
2023,4,Industrial,Parks & Recreation,14,46.5,0.698,2,13,19,11
2023,4,Industrial,Building & Safety,7,85.9,0.759,3,7,23,14
2023,4,Industrial,Transportation,16,52.7,0.696,5,10,19,8
2023,4,Industrial,Utilities,6,51.6,0.885,4,8,9,20
2023,4,Industrial,Environmental Services,23,50.1,0.907,1,13,18,14
2023,4,Industrial,Code Enforcement,25,92.1,0.689,5,14,14,9
2023,4,Industrial,Permits & Licensing,15,36.8,0.883,5,10,22,11
2023,4,Midtown,Public Works,7,52.3,0.651,4,14,11,11
2023,4,Midtown,Parks & Recreation,11,43.7,0.811,3,6,6,6
2023,4,Midtown,Building & Safety,21,81.5,0.686,5,12,10,18
2023,4,Midtown,Transportation,9,32.0,0.899,3,11,15,14
2023,4,Midtown,Utilities,23,78.1,0.809,3,12,23,4
2023,4,Midtown,Environmental Services,15,79.4,0.766,5,3,25,14
2023,4,Midtown,Code Enforcement,5,78.6,0.75,1,8,20,13
2023,4,Midtown,Permits & Licensing,15,41.6,0.847,5,3,10,14
2023,4,University,Public Works,14,54.2,0.915,1,9,22,8
2023,4,University,Parks & Recreation,29,49.2,0.899,0,9,24,17
2023,4,University,Building & Safety,23,91.2,0.715,4,13,18,15
2023,4,University,Transportation,20,81.5,0.767,1,6,16,13
2023,4,University,Utilities,20,90.1,0.772,5,8,14,4
2023,4,University,Environmental Services,12,77.6,0.776,4,3,18,16
2023,4,University,Code Enforcement,29,40.4,0.704,2,11,17,3
2023,4,University,Permits & Licensing,10,54.6,0.854,4,4,14,19
2023,4,Harbor,Public Works,11,67.6,0.836,4,14,9,7
2023,4,Harbor,Parks & Recreation,26,44.3,0.78,2,14,6,5
2023,4,Harbor,Building & Safety,14,27.2,0.871,1,14,16,17
2023,4,Harbor,Transportation,17,95.3,0.76,1,9,5,7
2023,4,Harbor,Utilities,11,24.8,0.696,1,6,14,5
2023,4,Harbor,Environmental Services,10,71.0,0.815,1,15,11,16
2023,4,Harbor,Code Enforcement,7,80.7,0.719,5,5,9,20
2023,4,Harbor,Permits & Licensing,29,79.0,0.836,2,2,20,8
2023,5,Downtown,Public Works,16,47.2,0.797,0,9,22,15
2023,5,Downtown,Parks & Recreation,27,34.6,0.772,1,9,17,17
2023,5,Downtown,Building & Safety,27,87.4,0.764,1,14,8,15
2023,5,Downtown,Transportation,9,84.4,0.809,2,14,9,15
2023,5,Downtown,Utilities,29,37.8,0.807,2,6,18,15
2023,5,Downtown,Environmental Services,22,60.4,0.758,0,7,20,3
2023,5,Downtown,Code Enforcement,12,32.6,0.763,4,4,12,14
2023,5,Downtown,Permits & Licensing,16,29.2,0.677,2,10,5,15
2023,5,Northside,Public Works,7,53.9,0.732,5,5,9,18
2023,5,Northside,Parks & Recreation,11,90.6,0.751,0,5,14,16
2023,5,Northside,Building & Safety,7,78.6,0.793,2,8,25,8
2023,5,Northside,Transportation,18,74.7,0.72,1,6,14,15
2023,5,Northside,Utilities,26,91.8,0.793,3,2,13,16
2023,5,Northside,Environmental Services,10,83.9,0.749,1,8,21,6
2023,5,Northside,Code Enforcement,19,31.2,0.832,0,7,8,15
2023,5,Northside,Permits & Licensing,30,24.6,0.778,0,4,15,7
2023,5,Southside,Public Works,23,37.9,0.819,4,8,19,3
2023,5,Southside,Parks & Recreation,20,94.5,0.775,5,12,17,16
2023,5,Southside,Building & Safety,29,82.9,0.787,0,6,18,11
2023,5,Southside,Transportation,28,59.7,0.901,5,3,24,17
2023,5,Southside,Utilities,21,88.1,0.862,2,14,20,13
2023,5,Southside,Environmental Services,22,45.3,0.797,2,3,10,16
2023,5,Southside,Code Enforcement,22,40.1,0.77,3,15,7,7
2023,5,Southside,Permits & Licensing,5,58.9,0.875,2,13,23,11
2023,5,Eastgate,Public Works,11,88.5,0.762,4,15,24,17
2023,5,Eastgate,Parks & Recreation,18,25.3,0.883,0,9,14,4
2023,5,Eastgate,Building & Safety,8,36.5,0.818,3,9,16,4
2023,5,Eastgate,Transportation,24,25.8,0.758,5,7,13,16
2023,5,Eastgate,Utilities,15,95.0,0.677,5,6,5,20
2023,5,Eastgate,Environmental Services,13,54.5,0.733,1,6,16,16
2023,5,Eastgate,Code Enforcement,5,89.2,0.885,3,7,14,4
2023,5,Eastgate,Permits & Licensing,24,41.1,0.672,0,7,6,20
2023,5,Westbrook,Public Works,28,69.2,0.741,3,5,10,5
2023,5,Westbrook,Parks & Recreation,22,72.4,0.659,0,4,9,18
2023,5,Westbrook,Building & Safety,18,33.6,0.835,2,7,19,10
2023,5,Westbrook,Transportation,28,39.3,0.882,4,11,19,4
2023,5,Westbrook,Utilities,7,28.2,0.708,2,7,6,7
2023,5,Westbrook,Environmental Services,24,95.9,0.767,5,12,8,15
2023,5,Westbrook,Code Enforcement,21,74.6,0.699,5,3,15,12
2023,5,Westbrook,Permits & Licensing,18,67.9,0.846,3,2,10,11
2023,5,Riverside,Public Works,28,46.6,0.874,5,13,7,16
2023,5,Riverside,Parks & Recreation,8,67.4,0.755,1,11,13,12
2023,5,Riverside,Building & Safety,24,64.2,0.806,4,10,12,4
2023,5,Riverside,Transportation,16,35.9,0.759,4,9,11,16
2023,5,Riverside,Utilities,13,48.7,0.758,5,13,10,11
2023,5,Riverside,Environmental Services,21,78.8,0.78,5,2,24,15
2023,5,Riverside,Code Enforcement,10,91.7,0.729,5,6,13,3
2023,5,Riverside,Permits & Licensing,18,53.9,0.862,1,2,18,7
2023,5,Highland,Public Works,13,63.3,0.798,2,9,24,13
2023,5,Highland,Parks & Recreation,8,27.8,0.758,1,5,5,13
2023,5,Highland,Building & Safety,12,43.5,0.92,0,11,14,17
2023,5,Highland,Transportation,23,46.2,0.889,3,12,24,13
2023,5,Highland,Utilities,22,72.7,0.742,3,9,22,3
2023,5,Highland,Environmental Services,15,63.1,0.877,2,7,16,17
2023,5,Highland,Code Enforcement,9,87.6,0.693,3,15,20,9
2023,5,Highland,Permits & Licensing,22,48.4,0.741,5,4,17,11
2023,5,Lakewood,Public Works,17,27.0,0.812,0,12,23,5
2023,5,Lakewood,Parks & Recreation,25,85.5,0.753,3,10,16,5
2023,5,Lakewood,Building & Safety,11,77.3,0.819,5,10,16,12
2023,5,Lakewood,Transportation,14,51.0,0.688,2,9,19,3
2023,5,Lakewood,Utilities,9,75.1,0.881,4,11,10,14
2023,5,Lakewood,Environmental Services,23,73.4,0.655,3,8,5,12
2023,5,Lakewood,Code Enforcement,22,39.6,0.669,5,9,12,15
2023,5,Lakewood,Permits & Licensing,22,65.1,0.854,1,8,24,6
2023,5,Industrial,Public Works,8,32.0,0.876,3,5,11,6
2023,5,Industrial,Parks & Recreation,23,64.0,0.836,2,4,10,15
2023,5,Industrial,Building & Safety,22,93.9,0.673,3,7,11,16
2023,5,Industrial,Transportation,24,88.9,0.684,2,7,16,6
2023,5,Industrial,Utilities,26,52.3,0.88,5,12,25,13
2023,5,Industrial,Environmental Services,21,89.3,0.787,4,10,17,10
2023,5,Industrial,Code Enforcement,17,66.8,0.841,3,14,19,12
2023,5,Industrial,Permits & Licensing,19,84.0,0.683,1,15,10,15
2023,5,Midtown,Public Works,14,82.3,0.78,0,10,15,17
2023,5,Midtown,Parks & Recreation,25,56.4,0.764,1,12,8,15
2023,5,Midtown,Building & Safety,23,60.7,0.905,5,8,18,16
2023,5,Midtown,Transportation,11,63.5,0.907,5,2,24,10
2023,5,Midtown,Utilities,9,37.0,0.846,4,11,21,5
2023,5,Midtown,Environmental Services,24,82.5,0.833,4,13,18,3
2023,5,Midtown,Code Enforcement,15,67.7,0.802,4,5,10,18
2023,5,Midtown,Permits & Licensing,26,86.0,0.872,0,7,5,15
2023,5,University,Public Works,22,32.8,0.879,4,15,11,8
2023,5,University,Parks & Recreation,19,53.8,0.718,2,13,12,8
2023,5,University,Building & Safety,20,86.6,0.767,5,5,15,7
2023,5,University,Transportation,14,82.2,0.721,0,2,11,17
2023,5,University,Utilities,19,24.3,0.784,1,12,24,17
2023,5,University,Environmental Services,12,31.2,0.854,1,9,21,6
2023,5,University,Code Enforcement,30,43.9,0.77,4,15,15,8
2023,5,University,Permits & Licensing,12,30.3,0.727,3,13,7,3
2023,5,Harbor,Public Works,28,80.3,0.691,0,12,18,19
2023,5,Harbor,Parks & Recreation,20,70.6,0.898,3,3,18,11
2023,5,Harbor,Building & Safety,27,72.9,0.869,4,3,24,20
2023,5,Harbor,Transportation,27,31.8,0.718,0,9,20,4
2023,5,Harbor,Utilities,14,88.4,0.843,3,15,6,14
2023,5,Harbor,Environmental Services,17,70.0,0.829,5,10,25,17
2023,5,Harbor,Code Enforcement,18,53.8,0.662,0,3,9,11
2023,5,Harbor,Permits & Licensing,29,80.5,0.833,4,14,8,8
2023,6,Downtown,Public Works,22,58.0,0.893,3,12,15,7
2023,6,Downtown,Parks & Recreation,16,48.2,0.729,3,5,13,6
2023,6,Downtown,Building & Safety,15,86.8,0.865,5,13,7,17
2023,6,Downtown,Transportation,27,61.1,0.685,3,14,12,11
2023,6,Downtown,Utilities,15,39.5,0.827,2,13,19,13
2023,6,Downtown,Environmental Services,30,51.7,0.876,3,13,13,11
2023,6,Downtown,Code Enforcement,24,92.4,0.868,0,14,9,7
2023,6,Downtown,Permits & Licensing,21,51.2,0.863,2,2,12,14
2023,6,Northside,Public Works,32,49.3,0.695,2,13,14,12
2023,6,Northside,Parks & Recreation,37,26.4,0.754,1,11,25,12
2023,6,Northside,Building & Safety,20,89.1,0.715,5,9,14,7
2023,6,Northside,Transportation,28,38.9,0.912,5,4,9,12
2023,6,Northside,Utilities,17,25.8,0.862,2,12,12,3
2023,6,Northside,Environmental Services,11,47.1,0.66,4,6,9,3
2023,6,Northside,Code Enforcement,13,90.1,0.688,2,13,21,19
2023,6,Northside,Permits & Licensing,17,63.7,0.724,3,11,10,14
2023,6,Southside,Public Works,35,28.7,0.663,1,11,21,13
2023,6,Southside,Parks & Recreation,29,32.3,0.669,2,8,20,8
2023,6,Southside,Building & Safety,21,78.8,0.781,3,4,20,15
2023,6,Southside,Transportation,5,48.7,0.763,5,3,15,10
2023,6,Southside,Utilities,14,90.9,0.896,1,5,9,11
2023,6,Southside,Environmental Services,24,75.5,0.889,5,14,8,9
2023,6,Southside,Code Enforcement,16,47.0,0.753,3,9,23,3
2023,6,Southside,Permits & Licensing,28,68.2,0.818,4,5,11,14
2023,6,Eastgate,Public Works,36,58.7,0.758,0,8,25,6
2023,6,Eastgate,Parks & Recreation,21,95.0,0.872,4,3,13,20
2023,6,Eastgate,Building & Safety,22,55.3,0.846,5,10,7,4
2023,6,Eastgate,Transportation,19,43.4,0.677,4,10,12,10
2023,6,Eastgate,Utilities,13,49.4,0.759,5,4,25,10
2023,6,Eastgate,Environmental Services,12,25.2,0.87,5,13,19,8
2023,6,Eastgate,Code Enforcement,6,49.9,0.807,4,6,22,11
2023,6,Eastgate,Permits & Licensing,7,29.3,0.697,5,5,7,7
2023,6,Westbrook,Public Works,29,88.1,0.814,2,2,11,10
2023,6,Westbrook,Parks & Recreation,16,92.4,0.92,4,14,23,18
2023,6,Westbrook,Building & Safety,19,50.8,0.731,0,10,6,13
2023,6,Westbrook,Transportation,30,85.8,0.92,5,3,11,18
2023,6,Westbrook,Utilities,8,69.3,0.865,3,3,20,9
2023,6,Westbrook,Environmental Services,8,80.3,0.746,4,11,11,18
2023,6,Westbrook,Code Enforcement,14,65.3,0.875,4,2,23,16
2023,6,Westbrook,Permits & Licensing,8,73.5,0.656,5,9,25,9
2023,6,Riverside,Public Works,32,48.2,0.689,5,11,19,3
2023,6,Riverside,Parks & Recreation,18,40.8,0.894,3,11,13,18
2023,6,Riverside,Building & Safety,25,26.7,0.709,1,7,21,18
2023,6,Riverside,Transportation,21,46.3,0.817,2,12,14,11
2023,6,Riverside,Utilities,22,62.5,0.709,1,7,13,20
2023,6,Riverside,Environmental Services,21,35.8,0.714,2,12,19,6
2023,6,Riverside,Code Enforcement,29,60.2,0.723,1,9,5,13
2023,6,Riverside,Permits & Licensing,21,92.2,0.775,3,9,10,8
2023,6,Highland,Public Works,9,28.2,0.847,3,12,14,6
2023,6,Highland,Parks & Recreation,26,47.7,0.826,2,12,22,8
2023,6,Highland,Building & Safety,11,44.1,0.804,0,14,12,9
2023,6,Highland,Transportation,14,79.6,0.901,4,6,15,19
2023,6,Highland,Utilities,20,42.8,0.74,0,12,14,9
2023,6,Highland,Environmental Services,23,57.4,0.9,5,4,15,8
2023,6,Highland,Code Enforcement,11,88.9,0.674,3,14,10,8
2023,6,Highland,Permits & Licensing,24,33.5,0.784,5,4,15,19
2023,6,Lakewood,Public Works,28,31.7,0.743,5,11,18,11
2023,6,Lakewood,Parks & Recreation,16,34.7,0.822,2,9,14,14
2023,6,Lakewood,Building & Safety,9,92.4,0.919,2,7,16,13
2023,6,Lakewood,Transportation,19,51.0,0.812,2,8,23,15
2023,6,Lakewood,Utilities,29,85.7,0.682,3,2,17,4
2023,6,Lakewood,Environmental Services,18,73.6,0.76,2,12,9,17
2023,6,Lakewood,Code Enforcement,29,38.8,0.759,2,2,11,9
2023,6,Lakewood,Permits & Licensing,26,29.5,0.838,5,6,14,14
2023,6,Industrial,Public Works,7,42.2,0.734,2,8,17,13
2023,6,Industrial,Parks & Recreation,30,32.7,0.883,4,13,11,9
2023,6,Industrial,Building & Safety,24,59.5,0.804,4,9,13,6
2023,6,Industrial,Transportation,7,65.0,0.761,1,4,15,18
2023,6,Industrial,Utilities,28,37.9,0.851,4,9,6,15
2023,6,Industrial,Environmental Services,27,33.1,0.678,5,9,12,11
2023,6,Industrial,Code Enforcement,24,75.1,0.706,4,8,6,6
2023,6,Industrial,Permits & Licensing,6,46.1,0.778,5,7,13,20
2023,6,Midtown,Public Works,22,56.4,0.841,3,6,8,18
2023,6,Midtown,Parks & Recreation,12,68.9,0.824,5,3,15,16
2023,6,Midtown,Building & Safety,9,75.4,0.729,1,11,14,9
2023,6,Midtown,Transportation,22,47.2,0.768,0,9,12,13
2023,6,Midtown,Utilities,23,46.1,0.916,4,14,13,20
2023,6,Midtown,Environmental Services,21,82.6,0.694,2,13,5,7
2023,6,Midtown,Code Enforcement,29,24.4,0.662,0,15,15,14
2023,6,Midtown,Permits & Licensing,29,41.6,0.681,3,13,11,8
2023,6,University,Public Works,21,62.4,0.882,3,5,19,14
2023,6,University,Parks & Recreation,21,77.0,0.708,1,12,13,11
2023,6,University,Building & Safety,24,52.7,0.787,5,2,9,6
2023,6,University,Transportation,25,82.3,0.877,3,8,17,18
2023,6,University,Utilities,30,89.5,0.787,0,15,21,4
2023,6,University,Environmental Services,21,74.0,0.68,2,2,23,16
2023,6,University,Code Enforcement,6,64.7,0.717,4,15,15,20
2023,6,University,Permits & Licensing,20,55.1,0.821,2,11,15,5
2023,6,Harbor,Public Works,39,42.5,0.664,0,11,7,20
2023,6,Harbor,Parks & Recreation,40,24.7,0.656,0,10,10,19
2023,6,Harbor,Building & Safety,7,24.6,0.68,4,9,24,9
2023,6,Harbor,Transportation,29,41.2,0.71,0,14,18,11
2023,6,Harbor,Utilities,19,95.0,0.733,3,13,9,13
2023,6,Harbor,Environmental Services,7,33.2,0.797,1,12,23,13
2023,6,Harbor,Code Enforcement,19,85.8,0.833,4,14,18,3
2023,6,Harbor,Permits & Licensing,17,45.3,0.802,4,6,5,15
2023,7,Downtown,Public Works,7,75.5,0.847,0,5,15,16
2023,7,Downtown,Parks & Recreation,12,72.0,0.885,2,15,12,13
2023,7,Downtown,Building & Safety,22,86.6,0.806,3,12,11,14
2023,7,Downtown,Transportation,27,54.9,0.823,4,4,11,7
2023,7,Downtown,Utilities,11,82.9,0.652,2,4,8,3
2023,7,Downtown,Environmental Services,22,95.4,0.699,4,15,6,7
2023,7,Downtown,Code Enforcement,22,57.9,0.885,2,3,15,13
2023,7,Downtown,Permits & Licensing,12,40.2,0.779,5,5,11,12
2023,7,Northside,Public Works,14,33.5,0.757,3,6,12,9
2023,7,Northside,Parks & Recreation,40,36.8,0.748,2,2,9,17
2023,7,Northside,Building & Safety,8,50.9,0.918,3,2,19,9
2023,7,Northside,Transportation,17,95.6,0.681,0,9,19,15
2023,7,Northside,Utilities,11,76.3,0.664,1,14,17,6
2023,7,Northside,Environmental Services,7,26.2,0.678,1,10,23,19
2023,7,Northside,Code Enforcement,8,93.5,0.904,1,14,11,6
2023,7,Northside,Permits & Licensing,20,38.0,0.694,5,11,16,13
2023,7,Southside,Public Works,25,41.3,0.789,1,5,7,19
2023,7,Southside,Parks & Recreation,22,65.0,0.71,3,6,21,6
2023,7,Southside,Building & Safety,19,78.5,0.734,0,2,17,16
2023,7,Southside,Transportation,17,90.4,0.827,0,7,16,12
2023,7,Southside,Utilities,7,55.4,0.863,3,15,25,12
2023,7,Southside,Environmental Services,12,82.9,0.728,5,3,25,15
2023,7,Southside,Code Enforcement,20,48.5,0.903,0,6,25,13
2023,7,Southside,Permits & Licensing,6,35.9,0.661,1,15,12,8
2023,7,Eastgate,Public Works,32,56.7,0.866,0,4,21,7
2023,7,Eastgate,Parks & Recreation,12,79.6,0.898,5,9,6,4
2023,7,Eastgate,Building & Safety,24,62.4,0.677,1,15,14,14
2023,7,Eastgate,Transportation,24,66.4,0.86,3,15,10,16
2023,7,Eastgate,Utilities,10,30.7,0.697,1,10,9,8
2023,7,Eastgate,Environmental Services,16,24.9,0.81,0,14,10,3
2023,7,Eastgate,Code Enforcement,20,87.8,0.831,1,6,17,14
2023,7,Eastgate,Permits & Licensing,13,94.7,0.667,4,7,5,3
2023,7,Westbrook,Public Works,21,89.0,0.87,0,9,6,7
2023,7,Westbrook,Parks & Recreation,25,46.6,0.913,0,10,17,19
2023,7,Westbrook,Building & Safety,10,44.7,0.89,1,3,5,14
2023,7,Westbrook,Transportation,12,87.4,0.855,0,8,7,6
2023,7,Westbrook,Utilities,20,64.6,0.682,3,8,22,17
2023,7,Westbrook,Environmental Services,9,62.3,0.746,4,14,25,3
2023,7,Westbrook,Code Enforcement,14,81.0,0.855,3,9,13,7
2023,7,Westbrook,Permits & Licensing,15,89.6,0.654,5,10,16,6
2023,7,Riverside,Public Works,28,82.3,0.903,3,13,23,9
2023,7,Riverside,Parks & Recreation,12,80.8,0.685,1,10,9,7
2023,7,Riverside,Building & Safety,12,29.9,0.656,5,3,8,15
2023,7,Riverside,Transportation,14,69.3,0.82,4,3,12,10
2023,7,Riverside,Utilities,13,95.1,0.757,1,13,14,13
2023,7,Riverside,Environmental Services,27,47.9,0.819,3,12,23,19
2023,7,Riverside,Code Enforcement,21,83.4,0.903,4,6,9,13
2023,7,Riverside,Permits & Licensing,18,81.8,0.765,2,12,9,4
2023,7,Highland,Public Works,39,69.7,0.881,3,12,6,9
2023,7,Highland,Parks & Recreation,14,59.3,0.709,0,4,25,4
2023,7,Highland,Building & Safety,30,36.2,0.65,1,4,17,13
2023,7,Highland,Transportation,5,75.7,0.68,4,9,20,14
2023,7,Highland,Utilities,11,41.6,0.73,5,15,23,15
2023,7,Highland,Environmental Services,19,64.3,0.757,1,9,24,11
2023,7,Highland,Code Enforcement,22,72.6,0.665,3,3,13,19
2023,7,Highland,Permits & Licensing,15,32.9,0.785,2,4,13,13
2023,7,Lakewood,Public Works,42,48.3,0.73,3,14,22,17
2023,7,Lakewood,Parks & Recreation,36,28.8,0.892,0,12,15,19
2023,7,Lakewood,Building & Safety,13,73.8,0.683,0,14,16,16
2023,7,Lakewood,Transportation,25,28.7,0.913,0,10,9,6
2023,7,Lakewood,Utilities,12,73.0,0.763,3,15,8,6
2023,7,Lakewood,Environmental Services,22,74.5,0.854,5,6,9,14
2023,7,Lakewood,Code Enforcement,14,80.2,0.779,3,8,22,5
2023,7,Lakewood,Permits & Licensing,21,55.0,0.653,1,8,21,9
2023,7,Industrial,Public Works,12,90.7,0.813,5,5,5,9
2023,7,Industrial,Parks & Recreation,39,38.6,0.898,5,7,21,7
2023,7,Industrial,Building & Safety,23,89.9,0.917,4,10,6,20
2023,7,Industrial,Transportation,16,86.9,0.919,4,5,21,8
2023,7,Industrial,Utilities,16,41.6,0.877,1,3,10,10
2023,7,Industrial,Environmental Services,29,83.3,0.712,5,4,22,16
2023,7,Industrial,Code Enforcement,11,31.1,0.914,2,2,17,12
2023,7,Industrial,Permits & Licensing,17,45.3,0.885,4,8,20,17
2023,7,Midtown,Public Works,21,24.3,0.656,1,13,14,3
2023,7,Midtown,Parks & Recreation,9,57.5,0.714,2,13,22,12
2023,7,Midtown,Building & Safety,11,73.7,0.803,5,11,24,5
2023,7,Midtown,Transportation,6,29.6,0.694,3,4,9,18
2023,7,Midtown,Utilities,10,51.9,0.7,1,8,10,16
2023,7,Midtown,Environmental Services,17,81.0,0.762,4,5,12,14
2023,7,Midtown,Code Enforcement,7,30.7,0.781,1,6,9,15
2023,7,Midtown,Permits & Licensing,8,30.5,0.685,5,13,23,7
2023,7,University,Public Works,15,41.3,0.882,3,4,13,13
2023,7,University,Parks & Recreation,7,90.6,0.873,5,3,21,12
2023,7,University,Building & Safety,21,48.1,0.724,0,14,25,18
2023,7,University,Transportation,12,63.5,0.845,5,9,14,6
2023,7,University,Utilities,22,95.5,0.686,5,11,19,7
2023,7,University,Environmental Services,7,27.5,0.837,5,7,13,4
2023,7,University,Code Enforcement,17,83.9,0.879,2,3,25,17
2023,7,University,Permits & Licensing,18,72.8,0.908,4,4,20,12
2023,7,Harbor,Public Works,16,60.8,0.897,4,3,7,14
2023,7,Harbor,Parks & Recreation,16,93.7,0.879,5,9,18,16
2023,7,Harbor,Building & Safety,6,46.3,0.703,5,3,13,11
2023,7,Harbor,Transportation,13,63.5,0.772,5,10,15,16
2023,7,Harbor,Utilities,26,87.2,0.677,2,7,7,3
2023,7,Harbor,Environmental Services,8,42.6,0.853,5,14,20,10
2023,7,Harbor,Code Enforcement,23,30.8,0.737,3,5,23,16
2023,7,Harbor,Permits & Licensing,26,51.9,0.818,2,3,20,20
2023,8,Downtown,Public Works,33,35.4,0.882,4,8,24,19
2023,8,Downtown,Parks & Recreation,36,56.2,0.898,3,2,24,6
2023,8,Downtown,Building & Safety,23,57.7,0.724,5,3,23,6
2023,8,Downtown,Transportation,8,34.2,0.651,1,7,23,16
2023,8,Downtown,Utilities,17,62.3,0.679,5,13,6,14
2023,8,Downtown,Environmental Services,25,52.2,0.809,3,15,19,19
2023,8,Downtown,Code Enforcement,6,43.8,0.697,3,15,25,16
2023,8,Downtown,Permits & Licensing,26,79.8,0.906,0,5,23,8
2023,8,Northside,Public Works,7,31.2,0.692,5,7,8,12
2023,8,Northside,Parks & Recreation,25,93.1,0.66,0,13,19,11
